"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0008154","actin polymerization or depolymerization","19/1012","192/18614",0.00858370807665791,0.0191967702433597,0.00861378026296924,"PYCARD/WASF3/CSF3/CFL1/MTOR/CCL11/AIF1/CCR7/SVIL/TWF1/RHOA/CCL21/CCL26/CXCL12/PLEK/WASF1/F2RL1/ELN/ANG",19
"BP","GO:0048709","oligodendrocyte differentiation","12/1012","101/18614",0.00862555282191458,0.0192829758305593,0.00865246156071697,"NF1/CTNNB1/VTN/TLR2/WASF3/MTOR/TPPP/CXCR4/CNP/NOTCH1/IL33/ERBB2",12
"BP","GO:0043297","apical junction assembly","10/1012","77/18614",0.00865334823541125,0.0193377193364733,0.0086770255120895,"TNF/IL17A/CDH5/CLDN5/PECAM1/RHOA/CLDN14/F11R/TJP1/OCLN",10
"BP","GO:0009581","detection of external stimulus","15/1012","139/18614",0.00865919286152428,0.0193433861171077,0.00867956825248618,"TNF/ARRB2/KIT/CTNNB1/TRPA1/CXCR4/CALCA/CDH2/PTK2/ITGA2/CXCL12/ABCA4/BACE1/PKD2/SAG",15
"BP","GO:0003002","regionalization","35/1012","422/18614",0.00873007692719655,0.0194942817862456,0.00874727662843223,"ITGAM/CTNNB1/EP300/HIF1A/PROP1/C3/C1QA/WNT3/SMAD4/RELN/NRP1/NRP2/EDN1/TBXT/FGF2/NOTCH1/ATM/ENG/TP53/PKD2/HHIP/PLXNA2/HHEX/HEY1/AURKA/DDIT3/SMAD3/ACVR1/HOXD13/BMPR2/AR/PRKDC/FOXG1/LRP4/BMP1",35
"BP","GO:0001892","embryonic placenta development","11/1012","89/18614",0.0087437029153396,0.0195172536246947,0.0087575843190556,"IL10/CSF2/EGFR/HIF1A/JUNB/CASP8/SOCS3/AKT1/PKD2/HEY1/TRIM28",11
"BP","GO:0002792","negative regulation of peptide secretion","7/1012","44/18614",0.00903996679736677,0.0201631613496399,0.00904740948976405,"LEP/CRH/FOXO1/ADRA2A/CD74/ABCC8/F2RL1",7
"BP","GO:0033003","regulation of mast cell activation","7/1012","44/18614",0.00903996679736677,0.0201631613496399,0.00904740948976405,"IL4/IL13/LGALS9/SYK/STXBP2/UNC13D/TSLP",7
"BP","GO:0001655","urogenital system development","9/1012","66/18614",0.00911989641288107,0.0203259300151364,0.00912044539635196,"AMH/CTNNB1/MMP2/NOTCH1/ANXA1/PSAP/ACVR1/HOXD13/AR",9
"BP","GO:0001756","somitogenesis","9/1012","66/18614",0.00911989641288107,0.0203259300151364,0.00912044539635196,"EP300/SMAD4/TBXT/NOTCH1/ATM/TP53/PLXNA2/SMAD3/PRKDC",9
"BP","GO:0090288","negative regulation of cellular response to growth factor stimulus","14/1012","127/18614",0.00917586789603192,0.0204428825153211,0.00917292313740034,"AGT/IL12B/MIR17/IL4/TMPRSS6/PPARG/MIR200C/MIR424/MIR20A/FGF2/NOTCH1/AGTR2/MIR885/HHEX",14
"BP","GO:1903008","organelle disassembly","15/1012","140/18614",0.00922652664342303,0.0204937767966145,0.00919575990369725,"HIF1A/SQSTM1/TSPO/PINK1/DNM1L/MFN2/VDAC1/RNF41/GABARAP/CDK1/TP53/TAFAZZIN/STING1/AURKA/KLC1",15
"BP","GO:0006026","aminoglycan catabolic process","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"TGFB1/CHI3L1/FGF2/CD44/GLB1/CHIA",6
"BP","GO:0006516","glycoprotein catabolic process","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"CTSL/CST3/BTK/MMP12/GLB1/OGA",6
"BP","GO:0006536","glutamate metabolic process","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"GGT1/GAD2/GAD1/TAT/SLC7A11/HAL",6
"BP","GO:0016242","negative regulation of macroautophagy","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"MTOR/PINK1/RNF41/AKT1/TP53/RUBCN",6
"BP","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"EP300/MIR21/ADAM17/SMAD4/ZEB2/CDKN2B",6
"BP","GO:0033238","regulation of amine metabolic process","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"INS/ITGAM/SLC6A3/MIR21/SLC7A11/ITGB2",6
"BP","GO:0048841","regulation of axon extension involved in axon guidance","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"VEGFA/WNT3/PLXNA4/NRP1/CXCL12/BMPR2",6
"BP","GO:0060964","regulation of miRNA-mediated gene silencing","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"IL6/TGFB1/PPARG/STAT3/TP53/NEAT1",6
"BP","GO:0086004","regulation of cardiac muscle cell contraction","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"DSC2/DSG2/SUMO1/CAV1/SRI/RYR2",6
"BP","GO:0090075","relaxation of muscle","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"SOD1/ABCC8/RGS2/SRI/P2RY1/PDE5A",6
"BP","GO:0110110","positive regulation of animal organ morphogenesis","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"CSF1/CTNNB1/EDN1/CD34/FGF2/AR",6
"BP","GO:1901658","glycosyl compound catabolic process","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"ADA/ADA2/GBA3/GLA/AICDA/UPP1",6
"BP","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","6/1012","34/18614",0.00924779048742203,0.0204937767966145,0.00919575990369725,"EP300/MIR21/ADAM17/SMAD4/ZEB2/CDKN2B",6
"BP","GO:0001823","mesonephros development","12/1012","102/18614",0.00930681789981321,0.020508385086795,0.00920231478767186,"VEGFA/AGT/REN/RET/CTNNB1/CAT/SMAD4/FGF2/SDC1/PKD2/AGTR2/SMAD3",12
"BP","GO:0006165","nucleoside diphosphate phosphorylation","12/1012","102/18614",0.00930681789981321,0.020508385086795,0.00920231478767186,"INS/APP/IFNG/EP300/HIF1A/IGF1/MTOR/CMPK1/STAT3/ENO2/P2RX7/PPARA",12
"BP","GO:0010761","fibroblast migration","8/1012","55/18614",0.00931715112233406,0.020508385086795,0.00920231478767186,"TGFB1/MIR145/HAS1/FGF2/ITGB1/PTK2/AKT1/BRAF",8
"BP","GO:0031529","ruffle organization","8/1012","55/18614",0.00931715112233406,0.020508385086795,0.00920231478767186,"MTOR/AIF1/CCR7/CCL21/PLEK/CAV1/HRAS/CSF1R",8
"BP","GO:0051703","biological process involved in intraspecies interaction between organisms","8/1012","55/18614",0.00931715112233406,0.020508385086795,0.00920231478767186,"TH/TREM2/GAD1/CX3CR1/AVP/ATXN1L/OXT/CNTNAP2",8
"BP","GO:0000212","meiotic spindle organization","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"ASPM/MOS/AURKA/SEPTIN1",4
"BP","GO:0006750","glutathione biosynthetic process","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"NFE2L2/GGT1/SLC7A11/SLC1A2",4
"BP","GO:0010715","regulation of extracellular matrix disassembly","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"IL6/DPP4/TGFB1/CST3",4
"BP","GO:0021535","cell migration in hindbrain","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"ITGB1/DAB1/PLXNA2/PHOX2B",4
"BP","GO:0021984","adenohypophysis development","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"SLC6A3/POU1F1/PROP1/FGF2",4
"BP","GO:0023035","CD40 signaling pathway","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"TREM2/CD40LG/CD86/ITGB1",4
"BP","GO:0030852","regulation of granulocyte differentiation","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"ADIPOQ/IL5/MIR486-1/RUNX1",4
"BP","GO:0045187","regulation of circadian sleep/wake cycle, sleep","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"CSF2/ADRB1/CRH/PARP1",4
"BP","GO:0046642","negative regulation of alpha-beta T cell proliferation","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"CD274/FOXP3/LGALS9/ITCH",4
"BP","GO:0047484","regulation of response to osmotic stress","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"EPO/MLC1/PTGS2/LETM1",4
"BP","GO:0048712","negative regulation of astrocyte differentiation","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"NF1/TREM2/F2/DAB1",4
"BP","GO:0050862","positive regulation of T cell receptor signaling pathway","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"ADA/IKBKG/CCR7/CD81",4
"BP","GO:0060033","anatomical structure regression","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"TH/SLC6A3/AMH/FLT1",4
"BP","GO:0060841","venous blood vessel development","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"VEGFA/NOTCH1/ENG/BMPR2",4
"BP","GO:0070875","positive regulation of glycogen metabolic process","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"INS/IGF1/PTH/AKT1",4
"BP","GO:0071732","cellular response to nitric oxide","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"FOXO1/MMP3/TRAF2/AIFM1",4
"BP","GO:0097091","synaptic vesicle clustering","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"CTNNB1/CDH2/SYN1/SYN2",4
"BP","GO:1901741","positive regulation of myoblast fusion","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"IL4/CXCL9/MAPK14/GDF15",4
"BP","GO:1902033","regulation of hematopoietic stem cell proliferation","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"KITLG/ACE/ATXN1L/MIR221",4
"BP","GO:1902931","negative regulation of alcohol biosynthetic process","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"NFKB1/APOE/SOD1/PLEK",4
"BP","GO:2000696","regulation of epithelial cell differentiation involved in kidney development","4/1012","16/18614",0.00934559320410913,0.020508385086795,0.00920231478767186,"CTNNB1/MMP9/STAT1/YAP1",4
"BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","19/1012","194/18614",0.00954060262704504,0.0209284664006399,0.00939080941901698,"CCL2/MIR195/MUC1/MIR29A/MIR451A/CDK1/ATM/TP53/MDM2/CDKN1A/PKD2/CDKN2B/SPDL1/CDC20/ACVR1/NBN/PRKDC/IK/RB1",19
"BP","GO:1902904","negative regulation of supramolecular fiber organization","17/1012","167/18614",0.00956265327748489,0.0209689688897887,0.00940898328562101,"MAP2/SNCA/APOE/CDH5/MIR21/PIK3R1/TREM2/SMAD4/SVIL/IAPP/TWF1/MIR20A/F11R/MIR31/TUBB4A/STMN1/TJP1",17
"BP","GO:0031345","negative regulation of cell projection organization","19/1012","195/18614",0.0100501504505378,0.0219923799836272,0.00986819794356899,"MAP2/GFAP/APOE/WNT3/NRP1/CD38/RHOA/THY1/MBP/CCL21/YAP1/DAB1/TSKU/PRNP/TLX2/B2M/SPP1/VIM/LRP4",19
"BP","GO:0003148","outflow tract septum morphogenesis","5/1012","25/18614",0.0100594635778685,0.0219923799836272,0.00986819794356899,"SMAD4/NRP1/NRP2/ENG/BMPR2",5
"BP","GO:0014047","glutamate secretion","5/1012","25/18614",0.0100594635778685,0.0219923799836272,0.00986819794356899,"SNCA/NF1/AVP/P2RX7/KMO",5
"BP","GO:0043501","skeletal muscle adaptation","5/1012","25/18614",0.0100594635778685,0.0219923799836272,0.00986819794356899,"ACTA1/TNNC1/IL15/TRIM63/TNNT1",5
"BP","GO:0045980","negative regulation of nucleotide metabolic process","5/1012","25/18614",0.0100594635778685,0.0219923799836272,0.00986819794356899,"TSPO/PARP1/STAT3/TP53/PPARA",5
"BP","GO:0046628","positive regulation of insulin receptor signaling pathway","5/1012","25/18614",0.0100594635778685,0.0219923799836272,0.00986819794356899,"INS/LEP/AGT/SIRT1/SRC",5
"BP","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","5/1012","25/18614",0.0100594635778685,0.0219923799836272,0.00986819794356899,"TLR4/PTPN22/NOD2/ITCH/XIAP",5
"BP","GO:2000209","regulation of anoikis","5/1012","25/18614",0.0100594635778685,0.0219923799836272,0.00986819794356899,"ITGB1/PTK2/SRC/NOTCH1/CAV1",5
"BP","GO:0046661","male sex differentiation","17/1012","168/18614",0.0101184114466475,0.022112984417608,0.00992231434335294,"AMH/REN/KITLG/KIT/CTNNB1/SMAD4/IL1A/ACE/TLR3/SDC1/ASPM/PDGFRA/TLR9/TNFSF10/HOXD13/AR/PDGFRB",17
"BP","GO:0010677","negative regulation of cellular carbohydrate metabolic process","7/1012","45/18614",0.0102156966043263,0.0223172505040701,0.0100139705522701,"INS/EP300/ADIPOQ/MIR195/STAT3/PLEK/PPARA",7
"BP","GO:0001942","hair follicle development","11/1012","91/18614",0.0102770280517184,0.0224428487076376,0.0100703277057516,"TNF/NF1/CTNNB1/EGFR/WNT10A/SMAD4/FOXE1/NOTCH1/EDA/PLA2G10/LRP4",11
"BP","GO:0009064","glutamine family amino acid metabolic process","10/1012","79/18614",0.0103150842084332,0.0225091385899591,0.0101000726301706,"GFPT1/MIR21/GGT1/GAD2/ASS1/GAD1/TAT/SLC7A11/NOS2/HAL",10
"BP","GO:2000736","regulation of stem cell differentiation","10/1012","79/18614",0.0103150842084332,0.0225091385899591,0.0101000726301706,"NFE2L2/FGF2/STAT3/NOTCH1/MIR146A/YAP1/PDGFRA/ITCH/OSM/PRKDC",10
"BP","GO:0006476","protein deacetylation","13/1012","116/18614",0.0103387561581439,0.0225355587250222,0.0101119276055162,"MAPT/VEGFA/IFNG/EP300/SIRT3/SIRT1/TPPP/PINK1/FOXP3/TP53/HDAC9/BCL6/DR1",13
"BP","GO:0048640","negative regulation of developmental growth","13/1012","116/18614",0.0103387561581439,0.0225355587250222,0.0101119276055162,"MAP2/ADRB1/RBP4/G6PD/WNT3/ADRB2/NRP1/GDF15/ADRB3/RGS2/CDKN1A/SPP1/PPARA",13
"BP","GO:0072009","nephron epithelium development","13/1012","116/18614",0.0103387561581439,0.0225355587250222,0.0101119276055162,"VEGFA/AGT/CTNNB1/ADIPOQ/STAT1/SMAD4/PECAM1/CD34/FGF2/NOTCH1/YAP1/PKD2/AGTR2",13
"BP","GO:0002279","mast cell activation involved in immune response","8/1012","56/18614",0.0103662173437059,0.0225785792068945,0.0101312313203056,"KIT/IL4/IL13/BTK/LGALS9/SYK/STXBP2/UNC13D",8
"BP","GO:0140962","multicellular organismal-level chemical homeostasis","8/1012","56/18614",0.0103662173437059,0.0225785792068945,0.0101312313203056,"VEGFA/KDR/MBL2/SFTPD/AQP4/AVP/HAMP/OAS1",8
"BP","GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","6/1012","35/18614",0.0106598585451365,0.023183606047198,0.0104027128346179,"CCL3/CCR5/SRI/GSTO1/CHD7/RYR2",6
"BP","GO:0035137","hindlimb morphogenesis","6/1012","35/18614",0.0106598585451365,0.023183606047198,0.0104027128346179,"CTNNB1/WNT3/NOTCH1/FGF4/CHD7/TWIST1",6
"BP","GO:0045773","positive regulation of axon extension","6/1012","35/18614",0.0106598585451365,0.023183606047198,0.0104027128346179,"MAPT/VEGFA/NRP1/FN1/CXCL12/BMPR2",6
"BP","GO:0071425","hematopoietic stem cell proliferation","6/1012","35/18614",0.0106598585451365,0.023183606047198,0.0104027128346179,"KITLG/ACE/CD34/RUNX1/ATXN1L/MIR221",6
"BP","GO:0046939","nucleotide phosphorylation","12/1012","104/18614",0.0107942303323961,0.0234671143634019,0.0105299258140694,"INS/APP/IFNG/EP300/HIF1A/IGF1/MTOR/CMPK1/STAT3/ENO2/P2RX7/PPARA",12
"BP","GO:1901800","positive regulation of proteasomal protein catabolic process","13/1012","117/18614",0.0110709981002136,0.0240598717077504,0.0107959018844579,"NFE2L2/TREM2/KEAP1/GABARAP/AKT1/RACK1/IL33/SUMO1/MDM2/CAV1/AURKA/CDC20/TAF1",13
"BP","GO:0010977","negative regulation of neuron projection development","15/1012","143/18614",0.0111065957029215,0.0241282640205423,0.010826590190178,"MAP2/GFAP/APOE/WNT3/NRP1/CD38/RHOA/THY1/MBP/DAB1/TSKU/B2M/SPP1/VIM/LRP4",15
"BP","GO:0000422","autophagy of mitochondrion","11/1012","92/18614",0.0111171375427894,0.0241332291404184,0.0108288180884676,"HIF1A/SQSTM1/TSPO/PINK1/DNM1L/MFN2/VDAC1/RNF41/GABARAP/TP53/TAFAZZIN",11
"BP","GO:0061726","mitochondrion disassembly","11/1012","92/18614",0.0111171375427894,0.0241332291404184,0.0108288180884676,"HIF1A/SQSTM1/TSPO/PINK1/DNM1L/MFN2/VDAC1/RNF41/GABARAP/TP53/TAFAZZIN",11
"BP","GO:0046486","glycerolipid metabolic process","32/1012","385/18614",0.0114422861815417,0.0248298459603907,0.0111413969305677,"APOE/C3/CAT/PIK3C3/PIK3R1/SIRT1/PIK3C2A/FGF21/GPX1/APOA1/APOA2/GDE1/SOCS3/PIGF/FGF2/PLAAT4/NR1H2/PLEK/ITPKC/ATM/TAFAZZIN/CAV1/NAAA/ANG/APOB/PLA2G2A/CSF1R/SOCS1/PLA2G10/ACSL1/PDGFRB/PLA2G7",32
"BP","GO:0008038","neuron recognition","7/1012","46/18614",0.0114988847754368,0.0248910323840572,0.0111688518827215,"APP/CRTAC1/CXCR4/NRP1/CASP3/CNTNAP2/FOXG1",7
"BP","GO:0035272","exocrine system development","7/1012","46/18614",0.0114988847754368,0.0248910323840572,0.0111688518827215,"TNF/TGFB1/EGFR/HGF/NRP1/EDA/TGM2",7
"BP","GO:0035307","positive regulation of protein dephosphorylation","7/1012","46/18614",0.0114988847754368,0.0248910323840572,0.0111688518827215,"TGFB1/CDH5/MTOR/PINK1/PTPRC/AGTR2/PDGFRB",7
"BP","GO:0042551","neuron maturation","7/1012","46/18614",0.0114988847754368,0.0248910323840572,0.0111688518827215,"APP/RET/C3/C1QA/CX3CL1/CNTNAP2/RB1",7
"BP","GO:0001706","endoderm formation","8/1012","57/18614",0.011500287114153,0.0248910323840572,0.0111688518827215,"CTNNB1/VTN/MMP2/MMP9/MMP8/FN1/ITGB2/DUSP2",8
"BP","GO:0002448","mast cell mediated immunity","8/1012","57/18614",0.011500287114153,0.0248910323840572,0.0111688518827215,"KIT/IL4/IL13/BTK/LGALS9/SYK/STXBP2/UNC13D",8
"BP","GO:0031060","regulation of histone methylation","8/1012","57/18614",0.011500287114153,0.0248910323840572,0.0111688518827215,"PHF1/CTNNB1/SIRT1/LMNA/SMAD4/MTHFR/GCG/PAX5",8
"BP","GO:0048592","eye morphogenesis","16/1012","157/18614",0.0115914854048999,0.0250698570762282,0.0112490922869367,"VEGFA/TH/NF1/CTNNB1/RBP4/HIF1A/MFN2/KDR/THY1/FGF2/STAT3/NOTCH1/TSKU/FAT1/BAK1/TWIST1",16
"BP","GO:0050905","neuromuscular process","16/1012","157/18614",0.0115914854048999,0.0250698570762282,0.0112490922869367,"APP/TNF/SLC6A3/NEFL/MTOR/TNNC1/MYH14/TNNI3/UCHL1/BACE1/TNNT1/GSTO1/GCH1/SYNM/NBN/STAC3",16
"BP","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"SMAD4/NOTCH1/ENG/ACVR1",4
"BP","GO:0006851","mitochondrial calcium ion transmembrane transport","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"VDAC1/MCU/SLC8B1/LETM1",4
"BP","GO:0019184","nonribosomal peptide biosynthetic process","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"NFE2L2/GGT1/SLC7A11/SLC1A2",4
"BP","GO:0033631","cell-cell adhesion mediated by integrin","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"ADA/DPP4/CCL5/ITGB1",4
"BP","GO:0035729","cellular response to hepatocyte growth factor stimulus","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"IL10/HGF/NRP1/BCAR1",4
"BP","GO:0044320","cellular response to leptin stimulus","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"LEP/FGB/SIRT1/STAT3",4
"BP","GO:0045217","cell-cell junction maintenance","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"PRTN3/TJP1/F2RL1/CSF1R",4
"BP","GO:0050872","white fat cell differentiation","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"SIRT1/FABP4/PPARG/PDGFRA",4
"BP","GO:0055089","fatty acid homeostasis","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"INS/APOE/SIRT1/MIR132",4
"BP","GO:0061548","ganglion development","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"CTNNB1/NRP1/NRP2/PHOX2B",4
"BP","GO:0070206","protein trimerization","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"COL1A2/CD74/MIF/SLC1A2",4
"BP","GO:0098712","L-glutamate import across plasma membrane","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"TNF/SLC7A11/ITGB1/SLC1A2",4
"BP","GO:1901201","regulation of extracellular matrix assembly","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"AGT/TGFB1/NOTCH1/SMAD3",4
"BP","GO:1902036","regulation of hematopoietic stem cell differentiation","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"NFE2L2/ITCH/OSM/PRKDC",4
"BP","GO:1902916","positive regulation of protein polyubiquitination","4/1012","17/18614",0.0117039660935998,0.025173431119641,0.0112955669823983,"PTPN22/NOD2/GABARAP/XIAP",4
"BP","GO:0016055","Wnt signaling pathway","37/1012","461/18614",0.0117327826062289,0.0252261298698104,0.0113192134316883,"APP/NFKB1/APOE/CBY1/CTNNB1/TGFB1/EGFR/TLR2/WNT3/WNT10A/EGR1/FOXO1/MAPK14/MIR145/EDN1/RHOA/FGF2/SDC1/CDH2/SRC/NOTCH1/RACK1/ASPM/YAP1/CAV1/PKD2/TSKU/ZEB2/HHEX/KLHL12/MARK1/DDIT3/SMAD3/EDA/XIAP/CTHRC1/LRP4",37
"BP","GO:0098739","import across plasma membrane","20/1012","212/18614",0.0117825228581161,0.0253237605252011,0.0113630212702885,"TNF/GFAP/ACE2/AGT/IFNG/MIR200C/RAMP3/SLC7A11/SLC6A20/ITGB1/AKT1/ABCC8/RGS2/PRNP/SLC1A2/SLC9A1/SLC12A3/ACSL1/SLC5A2/SLC2A1",20
"BP","GO:0008584","male gonad development","15/1012","144/18614",0.011795965050582,0.025343333952849,0.0113718040604461,"AMH/REN/KITLG/KIT/SMAD4/IL1A/ACE/TLR3/SDC1/ASPM/PDGFRA/TLR9/TNFSF10/AR/PDGFRB",15
"BP","GO:0002065","columnar/cuboidal epithelial cell differentiation","13/1012","118/18614",0.0118428576459175,0.0254347339449059,0.0114128161389174,"CTNNB1/HIF1A/IL13/SERPINE1/FGF2/CDH2/SRC/AKT1/NOTCH1/YAP1/CAV1/PGR/CLOCK",13
